鈴木大介八段 vs
 3:55:20 丁寧な解説でした
 3:55:23 見たかったです
 3:55:26 アマくまはこんなにかたくないです
 3:55:32 Aじ先生すこ
 3:55:47 追い込みすごかった
 3:55:48 早く締めてくれ
 3:55:48 会心譜やな
 3:55:55 スリリング
 3:55:55 スリリンのことか
 3:55:57 苦笑いｗ
 3:55:58 謝罪
 3:56:01 クリリン
 3:56:03 ほんとか？ｗ
 3:56:03 ニコ生飯島賞で
 3:56:03 あら？
 3:56:03 謝罪はよ
 3:56:04 準決勝解説かな？
 3:56:05 ｗｗｗｗｗｗ
 3:56:05 宣伝ですね
 3:56:06 お！
 3:56:06 ｗｗｗ
 3:56:07 ｗｗｗ
 3:56:07 ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
 3:56:07 ｗ
 3:56:08 二回戦だけ忘却
 3:56:08 バッグ、バッグ
 3:56:13 バッグ…
 3:56:16 言えよｗｗ
 3:56:16 wwwwwwwwwwwww
 3:56:18 優勝謝罪会見させてこ
 3:56:19 /perm
 3:56:20 ザキヤマ
 3:56:20 次の解説もえーちゃんかな？
 3:56:21 山ちゃん
 3:56:22 メール読まないの?
 3:56:23 メールお願いします
 3:56:25 言ってもいいのよ？
 3:56:25 ザキヤマ～～
 3:56:31 /cls
 3:56:33 うぃ
 3:56:34 こちらも楽しかったです！
 3:56:43 83！
 3:56:45 読まなくて大丈夫です
 3:56:45 多い
 3:56:46 解説飯島さんだったんですかって言われない様に
 3:56:47 エコバック要員
 3:56:47 無駄メール
 3:56:54 いいから感想戦に切り替えてくれ
 3:56:56 飯島さん商売もがんばって下さい
 3:56:56 8０分の5
 3:56:59 うまい
 3:57:00 流石に多い！
 3:57:01 真面目な相談をしました・・・
 3:57:02 最後に宣伝
 3:57:02 うまいなみなみちゃんｗ
 3:57:03 うまい
 3:57:04 宣伝タイム
 3:57:05 ナイスふり
 3:57:05 結構率たかいぞ
 3:57:05 ほしーぃ
 3:57:06 いい振りだ！！
 3:57:07 読めない日もあるよ
 3:57:07 78名の方は外れます（；^ω^）
 3:57:07 エコバックに使えそうですね
 3:57:08 買いました
 3:57:08 ジャパネット栄治
 3:57:10 棋譜付き
 3:57:11 いらんわw
 3:57:11 かっこいい
 3:57:18 サイン付き
 3:57:18 それな
 3:57:19 これは、絶対ほしい
 3:57:20 これいいよね
 3:57:21 ｗｗｗ
 3:57:23 ｗｗｗｗｗｗｗ
 3:57:23 こわいお
 3:57:24 スーパージャパネットタイム！
 3:57:26 家宝に
 3:57:26 将棋用に
 3:57:26 自分で書いといてってｗ
 3:57:26 サイン入りがきたら飾ってもう1個買うんじゃ
 3:57:28 使うわけないよ！
 3:57:31 5個にサインあるんですか
 3:57:34 飾っておくしか無いな
 3:57:35 隠すｗ
 3:57:35 自慢ｗ
 3:57:36 自慢しますよ
 3:57:36 そっちがわが、何だそりゃだと思う
 3:57:37 感想戦の音を上げて下さい
 3:57:38 自慢にならんわｗ
 3:57:40 もう一個買えば良いっす
 3:57:40 落し物
 3:57:43 部屋に飾ります
 3:57:44 おー
 3:57:44 住所の入れて落とし物のとき便利です！
 3:57:47 家宝にしますね
 3:57:47 落とした時に飯島七段って呼ばれるんですね
 3:57:48 行かねえｗ
 3:57:49 落としたら連盟に
 3:57:50 耐久力はなさそうだな
 3:57:55 早く締めろ
 3:57:57 ビリッ！
 3:57:59 koreha
 3:58:03 株主優待券入れに
 3:58:07 /perm
 3:58:08 当たった人は道場にいこう
 3:58:09 この姿で
 3:58:11 中国製ですか
 3:58:12 ご購入を
 3:58:12 上手い
 3:58:13 上
 3:58:14 これは本当にいらないw
 3:58:15 ↑
 3:58:17 ↑
 3:58:17 楽天市場ですよー
 3:58:18 ジャパネット飯島
 3:58:19 南ちゃんのトスがすばらしい
 3:58:20 ↑
 3:58:24 (´・ω・｀)↑
 3:58:25 原価はいくらですか
 3:58:25 /cls
 3:58:27 500
 3:58:27 終わりましょう
 3:58:29 消えた
 3:58:30 2つ買いました
 3:58:30 5００円だから一人5個買おう
 3:58:33 若干の勇気が必要
 3:58:33 南うめえｗ
 3:58:34 込でか！
 3:58:35 たけー
 3:58:36 Tシャツ7000円
 3:58:36 買いたくなってきた
 3:58:37 サトシンのシャツと比べると安い
 3:58:37 もらったからかｗ
 3:58:45 お求めやすい
 3:58:47 原価は竹部さんに聞きます
 3:58:47 今ならもう一つついて！
 3:58:48 サトシンのシャツはブルジョワ専用
 3:58:49 通販なれｗ
 3:58:49 www
 3:58:50 主婦感覚
 3:58:52 /perm
 3:58:55 貞升獣王のＴＶショッピング
 3:58:56 南ちゃんかわええ
 3:58:58 商王待ったなし
 3:58:59 ナメちゃん勇気
 3:59:01 えい！おう！
 3:59:03 サトシンの件があるだけに安く見える
 3:59:09 なぜ平日は昼にする・・・
 3:59:09 ナメちゃん勇気くんだ
 3:59:10 たいちー
 3:59:12 勇気(,,ﾟДﾟ)
 3:59:13 太地　えりりん
 3:59:14 勇気君
 3:59:15 /perm
 3:59:17 たいちくん
 3:59:21 へ一実かーーー
 3:59:21 太地とえりりん
 3:59:23 ゆ～き！
 3:59:25 ひろせー
 3:59:27 こーる先生は勝敗以上に内容が気になる
 3:59:28 水曜日2局あるんだ
 3:59:28 格調ｖｓコール
 3:59:28 平日では見れない・・・
 3:59:30 コール叡王まったなし
 3:59:33 広瀬先生
 3:59:34 ジャパネットは実は、さだますだった説
 3:59:35 /cls
 3:59:35 なめｖｓ郷田が見たい
 3:59:37 若い二人
 3:59:37 流れは完全に…
 3:59:38 馬
 3:59:39 観たい！
 3:59:41 広瀬
 3:59:42 楽しみー
 3:59:49 楽しみだ
 3:59:50 期待の若手郷田
 3:59:51 希望の光、こーるくん！
 4:00:01 あ、借りられました
 4:00:02 胸借りたい
 4:00:03 世代交代を賭けて
 4:00:04 若手vsA級
 4:00:05 阿部対山﨑だな
 4:00:06 郷田VSポナ希望
 4:00:12 面白そう
 4:00:15 若手
 4:00:16 あ、貫禄、いや陥落
 4:00:22 打倒A級
 4:00:23 郷田に勝ってもナメ　A級3連荘か
 4:00:25 あ、崩れました
 4:00:32 叡王だぜ
 4:00:41 勇気コール戦見たい
 4:00:41 叡王取れば勇気くんだけ昇段が有り？
 4:00:43 /perm
 4:00:55 準決勝は大きすぎる
 4:00:56 七段までは上がる
 4:00:59 将棋づくし
 4:01:01 楽しみだーーーー
 4:01:04 ストーブ神谷
 4:01:04 あじあじ♪～
 4:01:04 /cls
 4:01:07 これも楽しみ
 4:01:07 あじあじ
 4:01:07 鯵
 4:01:09 七段までかありがと
 4:01:11 わたし
 4:01:12 /perm
 4:01:12 律儀先生
 4:01:13 竜王タイに戻してくれ
 4:01:13 ﾓﾘｼﾀｧ！
 4:01:13 わたしｗ
 4:01:14 あじあじ！
 4:01:15 早いね
 4:01:15 一気にコール七段くる？
 4:01:16 稼ぐねー
 4:01:17 ｲｲﾃﾞｽﾖｰ
 4:01:18 /cls
 4:01:20 モリシタ～
 4:01:21 あっじっあっじっ
 4:01:29 聞き手がローテーション化してるｗ
 4:01:30 フルセットまで行ってほしいなあ
 4:01:31 出る聞き手が固定化されてるな…
 4:01:32 タイにしてほしいわ
 4:01:35 お母さん頑張る
 4:01:38 ナベ連敗も脱したしね
 4:01:39 (´д｀)ﾏﾏﾝ…
 4:01:44 天童まで行くかな
 4:01:44 楽しみだ
 4:01:47 7局までいってほしい
 4:01:48 もう秘策ないし
 4:01:48 かくがーり
 4:01:50 安食→山田→安食の継投
 4:01:54 新たな聞き手も開発しないと大変だね
 4:01:57 予選とかいいから羽生VSポナ実現してくれ！
 4:02:00 飯島さん、フォロー王だな
 4:02:02 久しぶりに見たけど楽しみだわ
 4:02:06 えりぽんを！
 4:02:08 楽しみだ
 4:02:09 連敗は脱したけど結構危ないぞｗ
 4:02:09 龍言まで行ってくれ
 4:02:11 見ますー
 4:02:15 非常に楽しみ
 4:02:15 括目します
 4:02:16 /perm
 4:02:21 きたー
 4:02:22 いい聞き手人材は女医目指してるからなぁ
 4:02:22 任せろ！
 4:02:26 おー
 4:02:27 今月も目白押しやねえ
 4:02:32 始まるのか
 4:02:33 ポナ山さん
 4:02:34 これが本番
 4:02:34 山本さんがんばれよ
 4:02:34 こせ
 4:02:45 NDFはどこまでいくのか楽しみ
 4:02:46 対策立てないと
 4:02:47 /cls
 4:02:49 次の電王は誰だ
 4:02:53 AWAKEは出るの？
 4:02:55 ツツカナは復活しないのか
 4:02:55 ソフト発表まだかな
 4:02:56 メカ女子とか
 4:02:57 ソフトに強いソフトがいるからね
 4:02:59 そもそもNDFは出るのか？
 4:03:01 ハム出る？
 4:03:03 セレネとAWAKEはバグ直せ
 4:03:05 ツツカナも見たいですけど
 4:03:05 山本さん苦悩してるみたい
 4:03:06 かつどん
 4:03:08 クジラちゃんとかでるのかな
 4:03:10 めかじょ～♪
 4:03:10 ponaのタイトル奪還なるか
 4:03:11 くじらはでるのかな
 4:03:12 ボナンザはどうした
 4:03:17 進化してるんだろうなぁ
 4:03:17 やねうら
 4:03:18 ここで登場します
 4:03:19 紅茶に期待
 4:03:19 感想戦おわた
 4:03:21 GA将
 4:03:23 電王側も、新たなスターが
 4:03:25 ハム電王
 4:03:27 感想戦おわってもうた・・・
 4:03:32 新勢力メカ女子
 4:03:35 たのしみ
 4:03:40 飯島しゃべりすぎだろ
 4:03:44 CW
 4:03:44 CW？
 4:03:45 /perm
 4:03:45 まとめコメント美味いなえーちゃん
 4:03:45 なんじゃこりゃー
 4:03:48 C/W
 4:03:48 ニコるん無料ですか
 4:03:49 盛り上がれないぞ
 4:03:54 謎ルン
 4:03:58 アニメ？
 4:03:59 阿部コウルン
 4:04:02 タカミッチ先生はアニメラウンジ
 4:04:03 モリハアタタカ～イ
 4:04:08 おんにゃのこ
 4:04:09 富士カラー？
 4:04:11 飯島先生も入るの？
 4:04:13 飯島先生きてくれるんだｗ
 4:04:13 そうなんだ
 4:04:15 やっぱり、棋士も参加するのか
 4:04:16 ｗｗ
 4:04:17 そうなのかｗ
 4:04:30 CWにAジさん登場です
 4:04:31 あ、ガラケーです
 4:04:33 加入者、どっと増えそうだ
 4:04:33 相談w
 4:04:35 すげーな
 4:04:36 人生相談
 4:04:37 相談事（謝罪）
 4:04:39 がらけーなんで・・・
 4:04:41 弟弟子について
 4:04:42 人生相談とか
 4:04:42 スマホ持ってません
 4:04:44 終わったか
 4:04:45 ダウンロードしよっと
 4:04:46 不動産情報聞こうかな
 4:04:49 まだやりよる
 4:04:53 つづきは、にこるんで
 4:04:55 がらけーなんだよなぁ
 4:04:57 キャラビジネスについて
 4:05:00 南ちゃんは入らないの？
 4:05:02 どっちかったの？
 4:05:04 Ｋｉｎｄｌｅで見れるのかな
 4:05:04 後輩があれなんであれしたいんですけど
 4:05:05 指だけで感想戦
 4:05:08 じめい
 4:05:19 /cls
 4:05:20 さすが深夜A治
 4:05:24 大山が生きていれば
 4:05:27 熱い戦いだった
 4:05:28 おもしろかったっす
 4:05:29 ですね
 4:05:29 鈴木さんが動いていいかなと最初は思いましたけどねぇ
 4:05:32 お得な
 4:05:38 1日でした
 4:05:40 相がかりよりも
 4:05:43 エア感想戦してる
 4:05:50 盤に亡霊が多い
 4:06:06 /multiangle
 4:06:07 じめい
 4:06:10 おわた
 4:06:14 ぺこり
 4:06:20 終わってしまった
 4:06:23 ありがとー
 4:06:23 お疲れ様でした～
 4:06:23 南ちゃんの進行もうまいなあ♪
 4:06:23 お疲れ様
 4:06:26 お疲れ様でした
 4:06:26 ありがとうございました
 4:06:26 おつかれさまでした
 4:06:27 おつかれでした?
 4:06:27 おつかれさまでした
 4:06:28 お疲れ様でした
 4:06:31 お疲れ様～
 4:06:31 感想戦もぴったり終わった
 4:06:33 お疲れ様でした
 4:06:33 デンソー様
 4:06:36 お疲れ様でしたー
 4:06:37 スポンサーさん、ありがとう
 4:06:38 DENSO
 4:06:38 対局も解説も聞き手も満足だ
 4:06:38 /perm
 4:06:49 3かな
 4:06:52 俺のやることは、スポンサー様に感謝することだけ
 4:06:53 スポンサー様ありがとうございます
 4:06:55 飯島さんはよく気づくわ
 4:06:57 安定の1
 4:06:58 竜王戦といい、感想戦と同時に終了するな
 4:06:59 畠山鎮りたい
 4:07:00 /perm
 4:07:04 デンソーさんありがとう
 4:07:05 ！？
 4:07:09 ？？？
 4:07:10 ん
 4:07:13 ？！
 4:07:13 結局このゲームなんなの？
 4:07:14 謎スポンサー
 4:07:19 はーっ
 4:07:22 羽生のテーマ
 4:07:23 PCゲーぽかった
 4:07:23 スポンサー様やぞ
 4:07:23 スポンサー増えた
 4:07:25 やってみるか
 4:07:29 まず謎をあおる戦略ですね
 4:07:30 台湾ゲーやろ
 4:07:31 や
 4:07:32 ちっこい
 4:07:32 特殊な弾丸を放つ
 4:07:34 あ、やりません
 4:07:39 いっくぇー
 4:07:44 これがモンハンか
 4:07:48 やーーー
 4:07:54 サトシン？
 4:07:56 これがラグナロクですか
 4:07:58 アサシンって暗殺だよな
 4:07:59 なるほどモンハンだったのか・・
 4:07:59 /cls
 4:07:59 ハイドライドスペシャルか
 4:08:03 5555555555555555555555555555555555
 4:08:05 おつかれさまでした
 4:08:06 1
 4:08:09 1
 4:08:10 以上で、『【将棋】第1期叡王戦
 4:08:11 1
 4:08:12 4
 4:08:14 おつんつん
 4:08:17 5はＡ島Ｅ時
 4:08:19 8.6
 4:08:19 番組の最後にアンケートにご協力をお願いいたします。
 4:08:22 1
 4:08:23 アンケ割れそう…
 4:08:24 みなみん最高
 4:08:25 /vote
 4:08:26 今日は1が9０%
 4:08:28 ↑
 4:08:30 5555555555555555
 4:08:31 5はフリーズ
 4:08:34 MMOってもう懐かしさすら感じるわ
 4:08:36 バズーカ
 4:08:39 5は対局を忘れる
 4:08:41 5は故障した電王盤
 4:08:48 5は謝罪会見
 4:08:51 5は読まれないメール
 4:08:52 タグの飯島さんだけ？ですね
 4:08:54 5はカチカチしてもどりすぎたやつ
 4:08:59 /vote
 4:09:03 いいじゃなーい
 4:09:04 94.4
 4:09:04 94.4
 4:09:10 たかいたかい
 4:09:14 高かった
 4:09:14 じゃ、のし
 4:09:15 ひさびさに高い
 4:09:16 お
 4:09:16 /vote
 4:09:17 鈴木ファンが多いからね
 4:09:20 ﾉｼ
 4:09:23 解説も丁寧でよかったよ
 4:09:27 ご協力ありがとうございました。
 4:09:32 ノシ
 4:09:33 ありがとさーん
 4:09:33 飯島が一番いい
 4:09:35 いえいえ
 4:09:36 本日はニコニコ生放送にご来場頂きありがとうございました。
 4:09:38 ﾉｼ
 4:09:38 ノシ
 4:09:39 ノシ
 4:09:40 運営さんもお疲れ様～
 4:09:40 ノシ
 4:09:41 ﾉｼ
 4:09:42 ﾉｼ
 4:09:43 みなさんもおっつ
 4:09:44 /perm
 4:09:44 ﾉｼ
 4:09:47 感想戦の内容もほぼ栄ちゃんが網羅してくれて満足
 4:09:48 どっちかち？
 4:09:48 またです～
 4:09:53 ノシ
 4:09:55 じゃ、次の放送の日に。
 4:09:55 /jump
 4:09:57 /jump
 4:09:58 /jump
 4:09:59 /jump
 4:10:00 /jump
 4:10:00 ﾉｼ
 4:10:00 ノシ
 4:10:05 /jump
 4:10:05 /jump
 4:10:06 /jump
